link,topic,likes,views,upload_year,subscriber_count,title,duration,description,channel_name
https://www.youtube.com/watch?v=rqFz8EpMmLY&pp=ygUrQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBRdWFkcmF0aWMgRXF1YXRpb25zIA%3D%3D,Quadratic Equations,6.9K,317K,2022.0,1.14M subscribers,QUADRATIC EQUATIONS COMPLETE CONCEPT & BEST TRICKS |USEFUL FOR ALL COMPETITIVE EXAMS |By Chandan sir,,#Onlineclasses_CL,Chandan Logics
https://www.youtube.com/watch?v=3mvtorYKq_0&pp=ygUrQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBRdWFkcmF0aWMgRXF1YXRpb25zIA%3D%3D,Quadratic Equations,65K,1.4M,2022.0,718K subscribers,Quadratic Equations for Bank PO Shortcuts | Bank Exams 2024 Preparation | Career Definer | Kaushik,,"For Class PDF, Courses & Test Series Download Career Definer App: ",CAREER DEFINER
https://www.youtube.com/watch?v=bSlTQvxtIVw&pp=ygUtQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSYXRpbyBhbmQgUHJvcG9ydGlvbnMg0gcJCX4JAYcqIYzv,Ratio and Proportions,4.5K,144K,,470K subscribers,Ratio & Proportion Part - 1 I Aptitude Made Easy by Ramesh Sir I Concepts + Previous Questions,,#ratio,Ramesh Sir Maths Class
https://www.youtube.com/watch?v=jfoJBivWlnQ&pp=ygUtQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSYXRpbyBhbmQgUHJvcG9ydGlvbnMg,Ratio and Proportions,38K,2.2M,2018.0,1.21M subscribers,"Ratio and Proportion - Shortcuts & Tricks for Placement Tests, Job Interviews & Exams",,"Crack the quantitative aptitude section of Placement Test or Job Interview at any company with shortcuts & tricks on Ratio and Proportion. Extremely helpful to crack entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=P9t1qBSf4-U&t=20s&pp=ygUtQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSYXRpbyBhbmQgUHJvcG9ydGlvbnMg,Ratio and Proportions,280K,6.6M,2019.0,20.2M subscribers,"Ratio and Proportion Tricks | Ratio and proportion Concept/Trick/Method in Hindi | CAT, UPSC, CTET",,In this video we will learn how to solve Ratio and proportion question in a very quick way so that you can save maximum time in exams. This method help you to solve all different types of chapters too.,Dear Sir
https://www.youtube.com/watch?v=3xTfF0HyVsM&pp=ygUtQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSYXRpbyBhbmQgUHJvcG9ydGlvbnMg,Ratio and Proportions,16K,440K,,230K subscribers,Basics of Maths | Complete Ratio & Proportion | Viral Maths by Navneet Sir,,"In this video titled Ratio and Proportion Basic to Advance, Navneet Sir from Viral Maths will teach the topic of ratio and proportion. You will start with the basics and move to more advanced questions. This video is ",Viral Maths 
https://www.youtube.com/watch?v=V8tcZZIFJew&pp=ygUtQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSYXRpbyBhbmQgUHJvcG9ydGlvbnMg,Ratio and Proportions,79K,3M,2022.0,718K subscribers,Ratio and Proportion Tricks and Concepts | Complete Chapter | IBPS RRB & SBI 2024 | Career Definer |,,"For Class PDF, Courses & Test Series Download Career Definer App: ",CAREER DEFINER
https://www.youtube.com/watch?v=h1_0rZ9y0nw&pp=ygUtQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSYXRpbyBhbmQgUHJvcG9ydGlvbnMg0gcJCX4JAYcqIYzv,Ratio and Proportions,11K,521K,2021.0,1.93M subscribers,Aptitude Made Easy - Ratio & Proportions Full Series - Learn maths #StayHome,,"Get the latest interview tips,Job notifications,top MNC openings,placement papers and many more only at Freshersworld.com(www.freshersworld.com?src=Youtube).
                        Aptitude Made Easy is an initiative by freshersworld.com.It consists of series of videos on ",FreshCareers
https://www.youtube.com/watch?v=jxlWNJ1MghA&pp=ygUtQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSYXRpbyBhbmQgUHJvcG9ydGlvbnMg,Ratio and Proportions,49K,3.3M,2018.0,1.93M subscribers,"Aptitude Made Easy - Ratio & Proportions -1, Basics and Methods, Shortcuts, Tricks",,"Get the latest interview tips,Job notifications,top MNC openings,placement papers and many more only at Freshersworld.com(www.freshersworld.com?src=Youtube).
                        Aptitude Made Easy is an initiative by freshersworld.com.It consists of series of videos on ",FreshCareers
https://www.youtube.com/watch?v=nY3indY_N9o&pp=ygUtQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSYXRpbyBhbmQgUHJvcG9ydGlvbnMg,Ratio and Proportions,810,88K,2017.0,10.5K subscribers,"Aptitude Made Easy | Ratio & Proportions -1| Basics and Methods, Shortcuts, Tricks by Pavan Jaiswal",,"These are the basic questions of Ratio and Proportion.
Aptitude Made Easy | Ratio & Proportions -1| Basics and Methods, Shortcuts, Tricks by Pavan Jaiswal
Aptitude Made Easy is an initiative by BRAINWIZ. It consists of series of videos on different skill enhanc",BRAINWIZ
https://www.youtube.com/watch?v=DXnfC9mEDpU&pp=ygUrQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZWFzb25pbmcgQW5hbG9naWVzIA%3D%3D,Reasoning Analogies,3.3K,96K,,1.14M subscribers,"ANALOGY BEST TRICKS | SSC EXAMS | RAILWAY EXAMS | APPSC & TSPSC EXAMS | AP/TS SI, CONSTABLE EXAMS","2 days, 5:20:00",#Onlineclasses_CL_9676578793,Chandan Logics
https://www.youtube.com/watch?v=w8p1kEnxlTM&pp=ygUrQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZWFzb25pbmcgQW5hbG9naWVzIA%3D%3D,Reasoning Analogies,7K,262K,2019.0,475K subscribers,Reasoning trick - Analogy | RRB NTPC | Mr.Jackson,,Registration link,Crack with Jack
https://www.youtube.com/watch?v=EddcDYxQ0HU&pp=ygUrQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZWFzb25pbmcgQW5hbG9naWVzIA%3D%3D,Reasoning Analogies,6.3K,356K,2020.0,4.83M subscribers,"ANALOGY TEST Questions, Tips, Tricks and ANSWERS! (How To PASS Word Analogy Tests)",,Get access to Richard's FREE Online Psychometric Testing suite:,CareerVidz
https://www.youtube.com/watch?v=oytn6Ro2VSk&pp=ygUrQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZWFzb25pbmcgQW5hbG9naWVzIA%3D%3D,Reasoning Analogies,1.3K,70K,2020.0,677K subscribers,Analogy | Model 1: Word Analogy | Reasoning Ability | TalentSprint Aptitude Prep,,Subscribe @ ,TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=t7zRboobwAA&pp=ygUrQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZWFzb25pbmcgQW5hbG9naWVzIA%3D%3D,Reasoning Analogies,34K,1.9M,2018.0,1.21M subscribers,"Non Verbal Analogy - Tricks & Shortcuts for Placement tests, Job Interviews & Exams",,"Crack the logical reasoning section of Placement Test or Job Interview at any company with shortcuts & tricks on Non Verbal Analogy . Extremely helpful for the preparation of entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=4b0Bu-RmUwQ&pp=ygUrQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZWFzb25pbmcgQW5hbG9naWVzIA%3D%3D,Reasoning Analogies,948,25K,,29K subscribers,NUMBER ANALOGY simplified || LOGICAL REASONING,,A-Z BANKING QUANTS COURSE APP LINK :,Aptricks with Manik - â€œà®…à®°à®šà¯ à®µà¯‡à®²à¯ˆ à®‰à®±à¯à®¤à®¿â€
https://www.youtube.com/watch?v=QejR2wyWkio&pp=ygUrQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZWFzb25pbmcgQW5hbG9naWVzIA%3D%3D,Reasoning Analogies,9.7K,211K,,2.23M subscribers,Number Analogy Tricks | Reasoning Tricks | Maths Tricks | imran sir maths,,Number Analogy Tricks | Reasoning Tricks | Maths Tricks | imran sir maths,imran sir maths
https://www.youtube.com/watch?v=cGITxjmXu8E&pp=ygUrQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZWFzb25pbmcgQW5hbG9naWVzIA%3D%3D,Reasoning Analogies,15K,521K,2023.0,1.14M subscribers,"ANALOGY BEST TRICKS | SSC | RAILWAY | SSC MTS | APPSC | TSPSC | AP/TS SI, CONSTABLE | SSC GD |",,#Onlineclasses_CL_9676578793,Chandan Logics
https://www.youtube.com/watch?v=ndBtv2m7r9s&pp=ygU4QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZW1haW5kZXIgdGhlb3JlbSBhbmQgdW5pdCBkaWdpdCA%3D,Remainder theorem and unit digit,12K,252K,,1.77M subscribers,Unit Digit Concepts by Aditya Ranjan Sir Maths | Number System Short Tricks,,"Unit Digit Concepts by Aditya Ranjan Sir Maths | Number System Short Tricks   
ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸ã€°ï¸",Maths WIZARD Aditya Ranjan
https://www.youtube.com/watch?v=nC_v1EXVqRY&pp=ygU4QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZW1haW5kZXIgdGhlb3JlbSBhbmQgdW5pdCBkaWdpdCA%3D,Remainder theorem and unit digit,2.7K,105K,2023.0,1.14M subscribers,NUMBER SYSTEM | UNIT DIGIT CONCEPT & 2 SEC TRICKS | BANK | SSC | RAILWAY | CSAT | APPSC | TSPSC |SI,,#Onlineclasses_CL_9676578793,Chandan Logics
https://www.youtube.com/watch?v=NCjD9MdgPWw&pp=ygU4QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZW1haW5kZXIgdGhlb3JlbSBhbmQgdW5pdCBkaWdpdCA%3D,Remainder theorem and unit digit,13K,635K,2022.0,1.73M subscribers,Number System || Finding Remainder ? (LESSON-4),,#FeelFreetoLearn,Feel Free to Learn
https://www.youtube.com/watch?v=PQS7AswuXy8&pp=ygU4QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZW1haW5kZXIgdGhlb3JlbSBhbmQgdW5pdCBkaWdpdCA%3D,Remainder theorem and unit digit,1.4K,160K,2015.0,446K subscribers,Unit Digit and Last TWO digits TRICKS & CONCEPT ( NUMBERS) ( BUYING PENDRIVE CAT IPM SSC@9215514435),,FOR BUYING WHOLE PENDRIVE COURSE IN HINDI & ENGLISH MEDIUM CALL ....09215514435...... FOR SSC / IBPS  / CAT / CLAT /IPM /NTSE/ GENERAL MATHS & ENGLISH IMPROVEMENT COURSE   AT A VERY AFFORDABLE PRICE.,Dinesh Miglani Tutorials for CAT IPM CLAT SSC BANK
https://www.youtube.com/watch?v=81pwuMJ8OIU&pp=ygU4QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZW1haW5kZXIgdGhlb3JlbSBhbmQgdW5pdCBkaWdpdCA%3D,Remainder theorem and unit digit,34K,1.5M,2018.0,1.93M subscribers,"Aptitude Made Easy – Easy way of finding unit digit? - Common topic in Bank exam,Math tricks",,"Get the latest interview tips,Job notifications,top MNC openings,placement papers and many more 

                        Aptitude Made Easy is an initiative by freshersworld.com.It consists of series of videos on ",FreshCareers
https://www.youtube.com/watch?v=qJBtLMSwLq0&pp=ygU4QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZW1haW5kZXIgdGhlb3JlbSBhbmQgdW5pdCBkaWdpdCDSBwkJfgkBhyohjO8%3D,Remainder theorem and unit digit,9.6K,601K,2018.0,1.93M subscribers,"Aptitude Made Easy - Find the Remainder in seconds, Math Tricks, Shortcuts, Basics and Methods",,"Get the latest interview tips,Job notifications,top MNC openings,placement papers and many more only at Freshersworld.com(www.freshersworld.com?src=Youtube).
                        Aptitude Made Easy is an initiative by freshersworld.com.It consists of series of videos on ",FreshCareers
https://www.youtube.com/watch?v=NsVmNUqWK0A&pp=ygU4QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZW1haW5kZXIgdGhlb3JlbSBhbmQgdW5pdCBkaWdpdCA%3D,Remainder theorem and unit digit,15,385,2021.0,4.71K subscribers,Remainder - Shortcut || தமிழ் || Dhronaalaya || #remainder #aptitude #competitivexam,,"In this video of dhronaalaya, we have given shortcut for finding Remainder
______________________________________________",Dhronaalaya
https://www.youtube.com/watch?v=2fxypKRiVG0&pp=ygU4QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBSZW1haW5kZXIgdGhlb3JlbSBhbmQgdW5pdCBkaWdpdCA%3D,Remainder theorem and unit digit,24K,462K,2020.0,2.23M subscribers,Unit digit tricks | how to find unit digit of any number | number system,,,
https://www.youtube.com/watch?v=U96HiN2wigE&pp=ygUsQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZWF0aW5nIEFycmFuZ2VtZW50cyA%3D,Seating Arrangements,2.4K,143K,2020.0,677K subscribers,Circular Arrangement | Model 1: Simple Arrangement | Reasoning Ability | TalentSprint Aptitude Prep,,Subscribe @ ,TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=zpY3yMFVycs&pp=ygUsQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZWF0aW5nIEFycmFuZ2VtZW50cyA%3D,Seating Arrangements,425,21K,2020.0,677K subscribers,Circular Arrangement | Model 2: Comlpex Arrangement | Reasoning Ability | TalentSprint Aptitude Prep,,Subscribe @ ,TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=GYe98jwCn7g&pp=ygUsQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZWF0aW5nIEFycmFuZ2VtZW50cyA%3D,Seating Arrangements,41K,2.5M,2018.0,1.21M subscribers,"Seating Arrangement - Tricks & Shortcuts for Placement tests, Job Interviews & Exams",,"Crack the logical reasoning section of Placement Test or Job Interview at any company with shortcuts & tricks on Seating Arrangement. Extremely helpful for the preparation of entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=4tI-h-GKWVk&pp=ygUsQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZWF0aW5nIEFycmFuZ2VtZW50cyA%3D,Seating Arrangements,7.9K,547K,2021.0,397K subscribers,Linear and Circular Arrangement - I for CAT 2024 I Logical Reasoning Preparation I Basic to Advance,,"CAT 2024 PREPARATION | CAT LRDI PLAYLIST | CAT LRDI SETS | CAT LRDI QUESTIONS | CAT LRDI STRATEGY
Join RODHA : ",Rodha
https://www.youtube.com/watch?v=iv1r7AGz-Wg&pp=ygUsQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZWF0aW5nIEFycmFuZ2VtZW50cyDSBwkJfgkBhyohjO8%3D,Seating Arrangements,15K,909K,2020.0,1.73M subscribers,SEATING ARRANGEMENT SET-1| Reasoning Ability | Common For all Entrance Exams.,,#FeelFreetoLearn,Feel Free to Learn
https://www.youtube.com/watch?v=dqwuUw_TGio&pp=ygUsQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZWF0aW5nIEFycmFuZ2VtZW50cyA%3D,Seating Arrangements,77,3.6K,2020.0,677K subscribers,Circular Arrangement | Introduction | Reasoning Ability | TalentSprint Aptitude Prep,,Subscribe @ ,TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=dewE3k6x0Fw&pp=ygUsQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZWF0aW5nIEFycmFuZ2VtZW50cyA%3D,Seating Arrangements,122,21K,2017.0,4.29K subscribers,CIRCULAR SEATING ARRANGEMENTS REASONING TRICKS with BLOOD RELATIONS - by Hoven,,Follow  us on Twitter = ,Aptitude-Reasoning-Shortcuts-Tips-Tricks
https://www.youtube.com/watch?v=Qi8tNC4x8ug&pp=ygUuQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZXRzIGFuZCBWZW5uIERpYWdyYW1zINIHCQl-CQGHKiGM7w%3D%3D,Sets and Venn Diagrams,1.8K,81K,2021.0,1.93M subscribers,"Aptitude Made Easy - Problems on Set Theory Full series, Learn maths #withme #StayHome",,"Get the latest interview tips,Job notifications,top MNC openings,placement papers and many more only at Freshersworld.com(www.freshersworld.com?src=Youtube).
                        Aptitude Made Easy is an initiative by freshersworld.com.It consists of series of videos on ",FreshCareers
https://www.youtube.com/watch?v=Lmpo1i3egbQ&pp=ygUuQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZXRzIGFuZCBWZW5uIERpYWdyYW1zIA%3D%3D,Sets and Venn Diagrams,2.4K,119K,2019.0,1.73M subscribers,SET THEORY _ Two Variables (Lesson-1),,website:,Feel Free to Learn
https://www.youtube.com/watch?v=5ZhNmKb-dqk&pp=ygUuQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZXRzIGFuZCBWZW5uIERpYWdyYW1zIA%3D%3D,Sets and Venn Diagrams,25K,1.2M,2022.0,46.4K subscribers,Set Theory | All-in-One Video,,"In this video we'll give an overview of everything you need to know about Set Theory

Chapters:",Dr. Will Wood
https://www.youtube.com/watch?v=A0wjjMVCD78&pp=ygUuQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZXRzIGFuZCBWZW5uIERpYWdyYW1zIA%3D%3D,Sets and Venn Diagrams,1.9K,77K,2023.0,1.73M subscribers,Venn Diagram(2-Sets) || CSAT Paper-2 Complete Topic Discussion,,#feelfreetolearn,Feel Free to Learn
https://www.youtube.com/watch?v=M03q70ov7wc&pp=ygUuQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZXRzIGFuZCBWZW5uIERpYWdyYW1zIA%3D%3D,Sets and Venn Diagrams,64,2.3K,,2.97K subscribers,Set Theory & Venn Diagram Basics in Tamil | Mahesh Cracks Quants | Reasoning |Aptitude for all Exams,,"Set Theory & Venn Diagram Basics in Tamil
Set Theory & Venn Diagram Tricks
Aptitude in Tamil",Mahesh Cracks Quants - MCQ
https://www.youtube.com/watch?v=25DeA6Slvik&pp=ygUuQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZXRzIGFuZCBWZW5uIERpYWdyYW1zIA%3D%3D,Sets and Venn Diagrams,174,5K,2022.0,1.93M subscribers,"Set theory episode which you might have missed | Freshersworld, Aptitude Made Easy",,"Get the latest interview tips,Job notifications,top MNC openings,placement papers and many more only at Freshersworld.com(www.freshersworld.com?src=Youtube).",FreshCareers
https://www.youtube.com/watch?v=OqzCP5W9YqM&pp=ygUuQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZXRzIGFuZCBWZW5uIERpYWdyYW1zIA%3D%3D,Sets and Venn Diagrams,2K,105K,2020.0,677K subscribers,Example of Three Sets | Model 2 | Set Theory | Quantitative Aptitude | TalentSprint Aptitude Prep,,Subscribe @ ,TalentSprint Aptitude Prep
https://www.youtube.com/watch?v=DDZo4DWGHn4&pp=ygUuQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTZXRzIGFuZCBWZW5uIERpYWdyYW1zIA%3D%3D,Sets and Venn Diagrams,166,5K,,156K subscribers,Venn Diagram in Tamil I RRB NTPC I TNPSC I Reasoning I shortcuts basics and tricks I Tamil,,"Batch Details WHATSAPP : 
7305602010 ",K SCHEME ACADEMY
https://www.youtube.com/watch?v=bPy6DzJZGDs&pp=ygUqQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaGFwZSBDb25zdHJ1Y3Rpb24g,Shape Construction,52,2K,2021.0,27.9K subscribers,University Clinical Aptitude Test 2020 Lesson Series | S3 E2: Abstract Reasoning - Shapes,,University Clinical Aptitude Test NEW 2020 Up-To-Date Training Series. New Lesson Every Friday! SUBSCRIBE + Enable Notifications To Not Miss Out. MUST SEE 'The 4 Key Steps To A Successful Med School Application HERE: ,Future Doc
https://www.youtube.com/watch?v=wL1-K1_zml4&pp=ygUqQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaGFwZSBDb25zdHJ1Y3Rpb24g,Shape Construction,87K,4.3M,2019.0,561K subscribers,"Counting of Figures | Number of Triangles | APTITUDE AND REASONING IN TAMIL | TNPSC, SSC, IBPS, RRB",,"Counting of Figures | Number of Triangles | | APTITUDE AND REASONING IN TAMIL | TNPSC, SSC, IBPS, RRB

Counting Number of Lines   ",Aakkan Networks
https://www.youtube.com/watch?v=V2azCSchs58&pp=ygUqQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaGFwZSBDb25zdHJ1Y3Rpb24g,Shape Construction,2.5K,188K,,4.83M subscribers,30 APTITUDE TEST QUESTIONS & ANSWERS! (How to PREPARE for an APTITUDE TEST!) 100% PASS!,,30 APTITUDE TEST QUESTIONS & ANSWERS! (How to PREPARE for an APTITUDE TEST!) 100% PASS! Get FREE ACCESS to my APTITUDE and PSYCHOMETRIC TESTING SUITE: ,CareerVidz
https://www.youtube.com/watch?v=DgpCzh7cSKg&pp=ygUqQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaGFwZSBDb25zdHJ1Y3Rpb24g,Shape Construction,27K,672K,,2.23M subscribers,Series Tricks | Logical & Reasoning Questions | Reasoning Tricks | Maths Tricks | imran sir maths,,Buy Link: ,imran sir maths
https://www.youtube.com/watch?v=WxeHtY-H7Dk&pp=ygUqQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaGFwZSBDb25zdHJ1Y3Rpb24g,Shape Construction,55K,2.6M,2019.0,4.84M subscribers,"ABSTRACT REASONING TESTS Questions, Tips and Tricks!",,"Abstract Reasoning Test Questions, Answers, Tips and Tricks for UKCAT and Psychometric Tests. Get more Aptitude Tests at: ",CareerVidz
https://www.youtube.com/watch?v=OVoW_Rr-L-I&pp=ygUqQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaGFwZSBDb25zdHJ1Y3Rpb24g,Shape Construction,134,3.9K,2021.0,130 subscribers,"Shape Construction. MAT Topic Nonverbal Reasoning in English. For NTSE, Bank, SSC, All Exams.",,Easy and basic trick and methods to solve Shape Construction questions,Apurva Malani
https://www.youtube.com/watch?v=X2MMaWvSTYI&pp=ygUqQXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaGFwZSBDb25zdHJ1Y3Rpb24g,Shape Construction,264,13K,2022.0,443 subscribers,Shape Construction Part 1 | Non-verbal Reasoning | Class Gyan | Placement Preparation| Aptitude Test,,"Hello Everyone, in this video I solved total 5 problems related to Shape Construction Part 1 in Non-Verbal Reasoning like:-
  1) Construction of Shape",Class Gyan
https://www.youtube.com/watch?v=9gYCxj7bfPE&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaW1wbGUgYW5kIENvbXBvdW5kIEludGVyZXN0INIHCQl-CQGHKiGM7w%3D%3D,Simple and Compound Interest,3.9K,229K,2021.0,1.93M subscribers,"Aptitude Made Easy - Simple Interest Full Series, Learn maths #withme #StayHome",,"Get the latest interview tips,Job notifications,top MNC openings,placement papers and many more only at Freshersworld.com(www.freshersworld.com?src=Youtube).
                        Aptitude Made Easy is an initiative by freshersworld.com.It consists of series of videos on ",FreshCareers
https://www.youtube.com/watch?v=Yn0215QMuO8&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaW1wbGUgYW5kIENvbXBvdW5kIEludGVyZXN0IA%3D%3D,Simple and Compound Interest,5.7K,339K,2019.0,1.93M subscribers,"Aptitude Made Easy - Compound interest – Basics and Methods, shortcuts, Math tricks",,"Get the latest interview tips,Job notifications,top MNC openings,placement papers and many more only at Freshersworld.com(www.freshersworld.com?src=Youtube).
                        Aptitude Made Easy is an initiative by freshersworld.com.It consists of series of videos on ",FreshCareers
https://www.youtube.com/watch?v=jvRq87ZWzIk&t=1772s&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaW1wbGUgYW5kIENvbXBvdW5kIEludGVyZXN0IA%3D%3D,Simple and Compound Interest,16K,1.1M,2018.0,1.21M subscribers,"Simple Interest - Shortcuts & Tricks for Placement Tests, Job Interviews & Exams",,"Crack the quantitative aptitude section of Placement Test or Job Interview at any company with shortcuts & tricks on Simple Interest. Extremely helpful to crack entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=PbUZnzncmR4&t=1610s&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaW1wbGUgYW5kIENvbXBvdW5kIEludGVyZXN0IA%3D%3D,Simple and Compound Interest,10K,807K,2018.0,1.21M subscribers,"Compound Interest - Shortcuts & Tricks for Placement Tests, Job Interviews & Exams",,"Crack the quantitative aptitude section of Placement Test or Job Interview at any company with shortcuts & tricks on Compound Interest. Extremely helpful to crack entrance exams like MBA, Banking â€“ IBPS, SBI, UPSC, SSC, Railways etc.",CareerRide
https://www.youtube.com/watch?v=GL6VqtiWXNk&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaW1wbGUgYW5kIENvbXBvdW5kIEludGVyZXN0IA%3D%3D,Simple and Compound Interest,651,21K,,470K subscribers,"CI & SI I Compound & Simple Interest I RRB NTPC, ALP, Group D, SSC, Groups, UPSC I Concepts + Tricks",,#CI,Ramesh Sir Maths Class
https://www.youtube.com/watch?v=h7hYZxPe7r4&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaW1wbGUgYW5kIENvbXBvdW5kIEludGVyZXN0IA%3D%3D,Simple and Compound Interest,7K,271K,2022.0,1.14M subscribers,SIMPLE INTEREST WITH SMART TRICKS | By Chandan Venna |SSC | BANK | RRB | DEFENCE |CSAT| AFCAT | CRT,,#Onlineclasses_CL,Chandan Logics
https://www.youtube.com/watch?v=HeiyymyGCMU&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaW1wbGUgYW5kIENvbXBvdW5kIEludGVyZXN0IA%3D%3D,Simple and Compound Interest,2.9K,121K,2022.0,661K subscribers,TCS NQT Aptitude :Compound Interest | Solve any Compound Interest problem in 1minute,,"TCS NQT Aptitude :Compound Interestt | Solve any Compound Interest problem in 1minute

ðŸ“Œ TCS ScholarShip test : ",OnlineStudy4u
https://www.youtube.com/watch?v=B7VqoXjoHPk&pp=ygU0QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaW1wbGUgYW5kIENvbXBvdW5kIEludGVyZXN0IA%3D%3D,Simple and Compound Interest,17K,856K,2021.0,1.73M subscribers,Simple Interest || Introduction (Part-1) ||Quantitative Aptitude|| Common for all Competitive Exams,,#FeelFreetoLearn,Feel Free to Learn
https://www.youtube.com/watch?v=R_LnfQcOOaA&pp=ygU4QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaW1wbGlmaWNhdGlvbiBhbmQgQXBwcm94aW1hdGlvbiA%3D,Simplification and Approximation,24K,663K,,8.67M subscribers,Complete Simplification & Approximation for Bank Exam 2024 | Maths by Navneet Tiwari,,Complete Simplification & Approximation for Bank Exam 2024 | Maths by Navneet Tiwari | Simplification Tricks for Bank Exams 2024 | Approximation Tricks for Bank Exam 2024 ,Adda247 
https://www.youtube.com/watch?v=kXrkT2S1BVE&pp=ygU4QXB0aXR1ZGUgYW5kIFJlYXNvbmluZyBTaW1wbGlmaWNhdGlvbiBhbmQgQXBwcm94aW1hdGlvbiA%3D,Simplification and Approximation,30K,1M,2021.0,1.14M subscribers,SIMPLIFICATION TRICKS 30QUES 10MIN | IBPS RRB PO & CLERK 2020 | IBPS PO & CLERK 2020 | SBI PO &CLERK,,#Onlineclasses_CL_9676578793,Chandan Logics
